1	0.024390244
2	0.024390244
3	0.024390244
4	0.024390244
5	0.024390244
6	0.024390244
7	0.024390244
8	0.024390244
9	0.024390244
10	0.024390244
11	0.024390244
12	0.024390244
13	0.024390244
14	0.024390244
15	0.024390244
16	0.024390244
17	0.024390244
18	0.024390244
19	0.024390244
20	0.024390244
21	0.024390244
22	0.024390244
23	0.024390244
24	0.024390244
25	0.024390244
26	0.024390244
27	0.024390244
28	0.024390244
29	0.024390244
30	0.024390244
31	0.024390244
32	0.024390244
33	0.024390244
34	0.024390244
35	0.024390244
36	0.024390244
37	0.024390244
38	0.024390244
39	0.024390244
40	0.024390244
41	0.024390244
